bench,config,seed,W,H,cw,place_time_s,sys_place_core_s,sys_sta_s,route_wall_s,routed_ok,wl,cpd_ns,fmax_mhz,error
spam_filter_dotProduct_1,vtr,2,35,35,68,1.28,,,1.2159597873687744,True,36637,7.08088,141.225,
spam_filter_dotProduct_1,vtr,3,35,35,68,1.14,,,1.166123867034912,True,37117,7.09992,140.847,
spam_filter_dotProduct_1,vtr,4,35,35,68,1.21,,,1.216301679611206,True,38189,6.94203,144.05,
spam_filter_dotProduct_1,vtr,5,35,35,68,1.19,,,1.165933609008789,True,37577,7.0571,141.701,
spam_filter_dotProduct_1,vtr,6,35,35,68,1.17,,,1.1658105850219727,True,36696,6.79654,147.134,
spam_filter_dotProduct_1,vtr,7,35,35,68,1.21,,,1.2160024642944336,True,37021,6.86403,145.687,
spam_filter_dotProduct_1,vtr,8,35,35,68,1.27,,,1.216294288635254,True,37549,6.94203,144.05,
spam_filter_dotProduct_1,vtr,9,35,35,68,1.25,,,1.1672766208648682,True,37960,6.94314,144.027,
stereovision0,full,0,35,35,70,0.0144,0.0098,0.0035,2.218007802963257,True,64010,4.44386,225.029,
stereovision0,full,1,35,35,70,0.0149,0.0105,0.0034,2.0670764446258545,True,64574,4.82647,207.191,
stereovision0,full,2,35,35,70,0.0139,0.0097,0.0032,2.0172975063323975,True,63030,4.58714,218.001,
stereovision0,full,3,35,35,70,0.0138,0.0095,0.0032,1.9668550491333008,True,64950,4.45604,224.415,
stereovision0,full,4,35,35,70,0.0141,0.0099,0.0032,2.016964912414551,True,64401,4.39678,227.439,
stereovision0,full,5,35,35,70,0.0141,0.0097,0.0033,2.017195463180542,True,62806,4.43944,225.254,
stereovision0,full,6,35,35,70,0.015,0.0107,0.0032,2.0670666694641113,True,63559,4.67869,213.735,
stereovision0,full,7,35,35,70,0.0141,0.0096,0.0035,2.0174078941345215,True,63540,4.45493,224.47,
stereovision0,full,8,35,35,70,0.0151,0.0108,0.0033,1.9672956466674805,True,64138,4.42615,225.93,
stereovision0,full,9,35,35,70,0.014,0.0098,0.0032,2.0672686100006104,True,63910,4.86927,205.37,
stereovision0,vtr,0,35,35,70,3.3,,,2.017550468444824,True,64184,3.79173,263.732,
stereovision0,vtr,1,35,35,70,3.22,,,2.0169732570648193,True,63631,3.64071,274.672,
stereovision0,vtr,2,35,35,70,3.31,,,2.0674712657928467,True,65194,3.576,279.642,
stereovision0,vtr,3,35,35,70,3.15,,,2.017624855041504,True,63489,3.80059,263.117,
stereovision0,vtr,4,35,35,70,3.11,,,2.067376136779785,True,62832,3.68946,271.042,
stereovision0,vtr,5,35,35,70,3.16,,,2.0179734230041504,True,62479,3.76982,265.265,
stereovision0,vtr,6,35,35,70,3.23,,,2.0675442218780518,True,65256,3.93612,254.058,
stereovision0,vtr,7,35,35,70,3.36,,,2.0676140785217285,True,64475,3.60155,277.658,
stereovision0,vtr,8,35,35,70,3.29,,,2.0680181980133057,True,64323,3.79788,263.305,
stereovision0,vtr,9,35,35,70,3.13,,,2.0173754692077637,True,63913,3.63165,275.357,
hetero_placer,full,0,100,100,176,0.1392,0.0986,0.0273,27.36451768875122,True,825788,10.909,91.6677,
hetero_placer,full,1,100,100,176,0.1365,0.095,0.0283,20.349897623062134,True,824963,10.7651,92.8923,
hetero_placer,full,2,100,100,176,0.133,0.093,0.0269,19.999209880828857,True,830519,10.8907,91.8213,
hetero_placer,full,3,100,100,176,0.1365,0.0958,0.0274,19.99957275390625,True,803575,11.4638,87.2309,
hetero_placer,full,4,100,100,176,0.1323,0.0916,0.0277,19.497983932495117,True,806523,11.0462,90.5291,
hetero_placer,full,5,100,100,176,0.1351,0.094,0.0277,19.650041103363037,True,808936,10.8367,92.2787,
hetero_placer,full,6,100,100,176,0.1346,0.0947,0.027,20.49715566635132,True,837864,10.6921,93.5266,
hetero_placer,full,7,100,100,176,0.1307,0.0905,0.0272,20.352200508117676,True,839101,11.4904,87.0292,
hetero_placer,full,8,100,100,176,0.1318,0.0917,0.0271,19.548274040222168,True,823160,11.4583,87.2731,
hetero_placer,full,9,100,100,176,0.1378,0.0963,0.0274,19.54736614227295,True,810885,11.3327,88.24,
hetero_placer,vtr,0,100,100,176,44.57,,,19.598762035369873,True,699722,9.22563,108.394,
hetero_placer,vtr,1,100,100,176,45.55,,,19.79856538772583,True,746508,10.051,99.4928,
hetero_placer,vtr,2,100,100,176,45.77,,,19.244712591171265,True,749870,9.80402,101.999,
hetero_placer,vtr,3,100,100,176,45.3,,,19.04542636871338,True,692713,9.57312,104.459,
hetero_placer,vtr,4,100,100,176,46.77,,,19.99496555328369,True,754010,9.93038,100.701,
hetero_placer,vtr,5,100,100,176,44.43,,,19.497984409332275,True,706610,9.77881,102.262,
hetero_placer,vtr,6,100,100,176,45.26,,,19.646758556365967,True,704941,9.51604,105.086,
hetero_placer,vtr,7,100,100,176,44.32,,,19.447330236434937,True,700049,9.28782,107.668,
hetero_placer,vtr,8,100,100,176,45.68,,,19.600170373916626,True,704341,9.57644,104.423,
hetero_placer,vtr,9,100,100,176,44.1,,,19.24796986579895,True,749172,9.91655,100.841,
LU32PEEng,full,0,100,100,174,0.1421,0.0978,0.031,29.265395879745483,True,912920,78.7749,12.6944,
LU32PEEng,full,1,100,100,174,0.1411,0.0964,0.0314,21.599488973617554,True,910633,78.8888,12.6761,
LU32PEEng,full,2,100,100,174,0.1425,0.0985,0.031,21.85014581680298,True,914345,79.2759,12.6142,
LU32PEEng,full,3,100,100,174,0.1377,0.0931,0.0314,21.40166687965393,True,911007,79.6406,12.5564,
LU32PEEng,full,4,100,100,174,0.1457,0.1013,0.0312,22.000010013580322,True,911484,79.6599,12.5534,
LU32PEEng,full,5,100,100,174,0.1416,0.0944,0.034,21.902026653289795,True,912128,79.5161,12.5761,
LU32PEEng,full,6,100,100,174,0.1419,0.0947,0.0342,22.002097368240356,True,913320,79.4403,12.5881,
LU32PEEng,full,7,100,100,174,0.1344,0.0905,0.0308,21.953973293304443,True,908685,78.9734,12.6625,
LU32PEEng,full,8,100,100,174,0.1371,0.0932,0.031,21.70111632347107,True,911297,80.2475,12.4614,
LU32PEEng,full,9,100,100,174,0.1395,0.0951,0.0316,21.55115818977356,True,914201,79.952,12.5075,
LU32PEEng,vtr,0,100,100,174,49.79,,,21.252737760543823,True,833174,80.8552,12.3678,
LU32PEEng,vtr,1,100,100,174,50.41,,,21.400035858154297,True,835818,82.5382,12.1156,
LU32PEEng,vtr,2,100,100,174,50.52,,,21.101444244384766,True,842275,81.4633,12.2755,
LU32PEEng,vtr,3,100,100,174,49.97,,,21.352638006210327,True,852708,80.9117,12.3592,
LU32PEEng,vtr,4,100,100,174,51.48,,,20.99967074394226,True,845268,81.8498,12.2175,
LU32PEEng,vtr,5,100,100,174,48.87,,,20.89793586730957,True,831649,81.9556,12.2017,
LU32PEEng,vtr,6,100,100,174,48.52,,,21.30174469947815,True,839267,80.7753,12.38,
LU32PEEng,vtr,7,100,100,174,51.13,,,21.100409269332886,True,829922,81.1161,12.328,
LU32PEEng,vtr,8,100,100,174,48.21,,,21.100284099578857,True,837052,80.5924,12.4081,
LU32PEEng,vtr,9,100,100,174,48.79,,,20.999303817749023,True,843326,80.2524,12.4607,
mcml,full,0,100,100,112,0.131,0.0884,0.0347,22.95673894882202,True,568819,59.92,16.6889,
mcml,full,1,100,100,112,0.1318,0.0891,0.0348,18.44538187980652,True,573777,60.3924,16.5584,
mcml,full,2,100,100,112,0.1344,0.0914,0.0351,18.547107696533203,True,559890,60.575,16.5085,
mcml,full,3,100,100,112,0.1304,0.0878,0.035,18.093822240829468,True,549816,60.2003,16.6112,
mcml,full,4,100,100,112,0.1273,0.085,0.0347,18.144484281539917,True,557292,60.5015,16.5285,
mcml,full,5,100,100,112,0.1348,0.0921,0.0348,19.09748673439026,True,571008,60.604,16.5006,
mcml,full,6,100,100,112,0.1346,0.0907,0.036,17.99411153793335,True,551339,60.1817,16.6163,
mcml,full,7,100,100,112,0.1339,0.0908,0.0351,18.997323513031006,True,578458,60.2313,16.6027,
mcml,full,8,100,100,112,0.1287,0.0861,0.0349,18.44585156440735,True,561871,60.8736,16.4275,
mcml,full,9,100,100,112,0.1318,0.0889,0.035,18.445679187774658,True,559462,59.5046,16.8054,
mcml,vtr,0,100,100,112,39.21,,,17.49338173866272,True,494416,61.442,16.2755,
mcml,vtr,1,100,100,112,37.9,,,17.293781995773315,True,486505,62.166,16.086,
mcml,vtr,2,100,100,112,37.38,,,17.54416847229004,True,491708,61.4374,16.2767,
mcml,vtr,3,100,100,112,38.73,,,17.093695402145386,True,498357,62.2949,16.0527,
mcml,vtr,4,100,100,112,38.56,,,17.644484996795654,True,496891,61.8307,16.1732,
mcml,vtr,5,100,100,112,37.81,,,17.694686889648438,True,503327,61.0543,16.3789,
mcml,vtr,6,100,100,112,38.01,,,17.695477962493896,True,499661,62.1097,16.1005,
mcml,vtr,7,100,100,112,38.21,,,17.294437408447266,True,502320,61.8321,16.1728,
mcml,vtr,8,100,100,112,38.49,,,17.5466628074646,True,479986,62.2892,16.0541,
mcml,vtr,9,100,100,112,38.7,,,17.544750690460205,True,485133,61.2393,16.3294,
stereovision2,full,0,100,100,134,0.0771,0.0613,0.0121,16.9937801361084,True,506195,20.1937,49.5204,
stereovision2,full,1,100,100,134,0.0806,0.0649,0.012,12.13473629951477,True,514894,21.981,45.4938,
stereovision2,full,2,100,100,134,0.0751,0.0597,0.0117,12.23635196685791,True,501578,21.601,46.2942,
stereovision2,full,3,100,100,134,0.0779,0.0622,0.0119,12.137354373931885,True,505930,19.6395,50.9178,
stereovision2,full,4,100,100,134,0.0747,0.0589,0.012,12.184916496276855,True,507045,20.946,47.7419,
stereovision2,full,5,100,100,134,0.0794,0.0635,0.0122,11.984256982803345,True,516038,21.1103,47.3703,
stereovision2,full,6,100,100,134,0.0768,0.0611,0.012,12.332584142684937,True,509523,21.1501,47.2811,
stereovision2,full,7,100,100,134,0.0759,0.0605,0.0119,12.135484218597412,True,507604,20.2241,49.4458,
stereovision2,full,8,100,100,134,0.0763,0.0609,0.0117,11.633943319320679,True,492327,20.7762,48.1319,
stereovision2,full,9,100,100,134,0.0769,0.0612,0.0121,12.035252094268799,True,511596,20.3403,49.1635,
stereovision2,vtr,0,100,100,134,16.51,,,11.884141683578491,True,456007,16.2123,61.6815,
stereovision2,vtr,1,100,100,134,15.22,,,11.633594512939453,True,456089,16.8406,59.3803,
stereovision2,vtr,2,100,100,134,16.12,,,11.683751344680786,True,456687,17.0553,58.6327,
stereovision2,vtr,3,100,100,134,16.33,,,11.78478217124939,True,454443,16.9231,59.0908,
stereovision2,vtr,4,100,100,134,16.7,,,11.58345890045166,True,454155,17.6113,56.7817,
stereovision2,vtr,5,100,100,134,15.71,,,11.483670234680176,True,456879,17.1105,58.4435,
stereovision2,vtr,6,100,100,134,15.44,,,11.783990621566772,True,461026,16.8425,59.3737,
stereovision2,vtr,7,100,100,134,16.82,,,11.686656951904297,True,454471,16.1355,61.975,
stereovision2,vtr,8,100,100,134,15.83,,,11.683823823928833,True,452783,17.2711,57.9,
stereovision2,vtr,9,100,100,134,15.87,,,11.93591046333313,True,465077,16.4392,60.8301,
