bench,config,seed,W,H,cw,place_time_s,sys_place_core_s,sys_sta_s,route_wall_s,routed_ok,wl,cpd_ns,fmax_mhz,error
spam_filter_dotProduct_1,full,5,35,35,68,0.0117,0.009,0.0021,1.2657885551452637,True,38704,7.0582,141.679,
spam_filter_dotProduct_1,full,6,35,35,68,0.0118,0.0091,0.0021,1.2158398628234863,True,38647,7.20977,138.701,
spam_filter_dotProduct_1,full,7,35,35,68,0.0117,0.009,0.0021,1.2157139778137207,True,38248,7.07867,141.269,
spam_filter_dotProduct_1,full,8,35,35,68,0.0117,0.009,0.0022,1.2161095142364502,True,38857,7.00178,142.821,
spam_filter_dotProduct_1,full,9,35,35,68,0.0116,0.0088,0.0022,1.215543508529663,True,39279,7.34476,136.152,
spam_filter_dotProduct_1,vtr_bb,0,35,35,68,0.6,,,1.216102123260498,True,35948,7.08199,141.203,
spam_filter_dotProduct_1,vtr_bb,1,35,35,68,0.64,,,1.215970754623413,True,37060,7.15391,139.784,
spam_filter_dotProduct_1,vtr_bb,2,35,35,68,0.65,,,1.2163856029510498,True,36472,7.10214,140.803,
spam_filter_dotProduct_1,vtr_bb,3,35,35,68,0.62,,,1.2159874439239502,True,37330,6.94093,144.073,
spam_filter_dotProduct_1,vtr_bb,4,35,35,68,0.65,,,1.2160165309906006,True,37189,7.14395,139.979,
spam_filter_dotProduct_1,vtr_bb,5,35,35,68,0.64,,,1.2160212993621826,True,36860,7.12648,140.322,
spam_filter_dotProduct_1,vtr_bb,6,35,35,68,0.63,,,1.2160305976867676,True,36852,6.85518,145.875,
spam_filter_dotProduct_1,vtr_bb,7,35,35,68,0.65,,,1.216012716293335,True,37187,6.81669,146.699,
spam_filter_dotProduct_1,vtr_bb,8,35,35,68,0.6,,,1.2159581184387207,True,36494,7.07756,141.292,
spam_filter_dotProduct_1,vtr_bb,9,35,35,68,0.64,,,1.2160968780517578,True,36560,7.22527,138.403,
stereovision0,full,0,35,35,70,0.0141,0.0098,0.0032,2.3180692195892334,True,64010,4.44386,225.029,
stereovision0,full,1,35,35,70,0.0154,0.0108,0.0034,2.0681772232055664,True,64574,4.82647,207.191,
stereovision0,full,2,35,35,70,0.0144,0.01,0.0032,2.067620277404785,True,63030,4.58714,218.001,
stereovision0,full,3,35,35,70,0.0142,0.0097,0.0034,2.067533254623413,True,64950,4.45604,224.415,
stereovision0,full,4,35,35,70,0.0145,0.0101,0.0032,2.0677483081817627,True,64401,4.39678,227.439,
stereovision0,full,5,35,35,70,0.0145,0.0099,0.0035,2.067448616027832,True,62806,4.43944,225.254,
stereovision0,full,6,35,35,70,0.0154,0.0109,0.0034,2.0675430297851562,True,63559,4.67869,213.735,
stereovision0,full,7,35,35,70,0.0141,0.0098,0.0031,2.067692995071411,True,63540,4.45493,224.47,
stereovision0,full,8,35,35,70,0.0153,0.011,0.0032,2.06720232963562,True,64138,4.42615,225.93,
stereovision0,full,9,35,35,70,0.0147,0.0102,0.0034,2.0678534507751465,True,63910,4.86927,205.37,
stereovision0,vtr_bb,0,35,35,70,1.84,,,2.017813205718994,True,60037,5.44646,183.605,
stereovision0,vtr_bb,1,35,35,70,1.87,,,2.0680646896362305,True,61510,5.12701,195.045,
stereovision0,vtr_bb,2,35,35,70,1.96,,,2.017869472503662,True,61307,5.14807,194.247,
stereovision0,vtr_bb,3,35,35,70,1.78,,,1.967825174331665,True,60581,5.49953,181.834,
stereovision0,vtr_bb,4,35,35,70,1.77,,,2.0676991939544678,True,60155,5.3048,188.509,
stereovision0,vtr_bb,5,35,35,70,1.81,,,2.0676307678222656,True,58484,5.20166,192.246,
stereovision0,vtr_bb,6,35,35,70,1.89,,,2.0676441192626953,True,59802,5.2884,189.093,
stereovision0,vtr_bb,7,35,35,70,1.91,,,2.0676302909851074,True,60479,5.38703,185.631,
stereovision0,vtr_bb,8,35,35,70,1.95,,,2.0676167011260986,True,59420,5.40385,185.053,
stereovision0,vtr_bb,9,35,35,70,1.86,,,2.017533540725708,True,59301,5.45199,183.419,
hetero_placer,full,0,100,100,176,0.14,0.0989,0.0276,27.766340255737305,True,825788,10.909,91.6677,
hetero_placer,full,1,100,100,176,0.1372,0.0966,0.0272,20.452717781066895,True,824963,10.7651,92.8923,
hetero_placer,full,2,100,100,176,0.1375,0.0958,0.0283,20.4512677192688,True,830519,10.8907,91.8213,
hetero_placer,full,3,100,100,176,0.1364,0.0958,0.0271,20.100048303604126,True,803575,11.4638,87.2309,
hetero_placer,full,4,100,100,176,0.1366,0.0958,0.0274,20.201909065246582,True,806523,11.0462,90.5291,
hetero_placer,full,5,100,100,176,0.1363,0.0945,0.0283,20.151334285736084,True,808936,10.8367,92.2787,
hetero_placer,full,6,100,100,176,0.1395,0.098,0.028,20.55087661743164,True,837864,10.6921,93.5266,
hetero_placer,full,7,100,100,176,0.1351,0.0942,0.0277,20.400299310684204,True,839101,11.4904,87.0292,
hetero_placer,full,8,100,100,176,0.1366,0.0953,0.028,20.301202297210693,True,823160,11.4583,87.2731,
hetero_placer,full,9,100,100,176,0.1401,0.0981,0.0287,20.35091280937195,True,810885,11.3327,88.24,
hetero_placer,vtr_bb,0,100,100,176,27.09,,,19.700101375579834,True,727528,12.6202,79.238,
hetero_placer,vtr_bb,1,100,100,176,26.09,,,19.699491024017334,True,717898,12.1546,82.2731,
hetero_placer,vtr_bb,2,100,100,176,26.6,,,19.750390768051147,True,732195,12.2819,81.4207,
hetero_placer,vtr_bb,3,100,100,176,25.72,,,19.55015254020691,True,679679,10.9573,91.2631,
hetero_placer,vtr_bb,4,100,100,176,27.23,,,19.74980139732361,True,734770,11.4933,87.007,
hetero_placer,vtr_bb,5,100,100,176,26.67,,,19.749576330184937,True,694236,11.6283,85.9969,
hetero_placer,vtr_bb,6,100,100,176,26.58,,,19.900324821472168,True,709272,12.2135,81.8768,
hetero_placer,vtr_bb,7,100,100,176,26.43,,,19.600593328475952,True,690973,11.6566,85.7881,
hetero_placer,vtr_bb,8,100,100,176,26.83,,,19.85050916671753,True,715716,12.2419,81.6866,
hetero_placer,vtr_bb,9,100,100,176,26.22,,,19.649125576019287,True,682922,11.9487,83.691,
LU32PEEng,full,0,100,100,174,0.1442,0.0995,0.0312,29.568622589111328,True,912920,78.7749,12.6944,
LU32PEEng,full,1,100,100,174,0.1428,0.0985,0.0309,22.2042076587677,True,910633,78.8888,12.6761,
LU32PEEng,full,2,100,100,174,0.1457,0.1011,0.0313,22.354604482650757,True,914345,79.2759,12.6142,
LU32PEEng,full,3,100,100,174,0.1423,0.0968,0.0321,22.15470027923584,True,911007,79.6406,12.5564,
LU32PEEng,full,4,100,100,174,0.1467,0.1022,0.0312,22.204026222229004,True,911484,79.6599,12.5534,
LU32PEEng,full,5,100,100,174,0.1409,0.0961,0.0316,22.40648102760315,True,912128,79.5161,12.5761,
LU32PEEng,full,6,100,100,174,0.1425,0.0979,0.0313,22.25590944290161,True,913320,79.4403,12.5881,
LU32PEEng,full,7,100,100,174,0.1396,0.0938,0.0325,22.004656076431274,True,908685,78.9734,12.6625,
LU32PEEng,full,8,100,100,174,0.1405,0.0952,0.0318,21.954793214797974,True,911297,80.2475,12.4614,
LU32PEEng,full,9,100,100,174,0.1442,0.0982,0.0327,22.255640268325806,True,914201,79.952,12.5075,
LU32PEEng,vtr_bb,0,100,100,174,25.57,,,21.503066301345825,True,826242,79.5424,12.5719,
LU32PEEng,vtr_bb,1,100,100,174,24.9,,,21.704100608825684,True,836964,85.5786,11.6852,
LU32PEEng,vtr_bb,2,100,100,174,24.98,,,21.60317873954773,True,819552,83.9683,11.9093,
LU32PEEng,vtr_bb,3,100,100,174,24.91,,,21.303420066833496,True,826686,81.2768,12.3036,
LU32PEEng,vtr_bb,4,100,100,174,25.57,,,21.752821445465088,True,834895,81.2999,12.3001,
LU32PEEng,vtr_bb,5,100,100,174,25.14,,,21.40505313873291,True,820139,81.8718,12.2142,
LU32PEEng,vtr_bb,6,100,100,174,25.28,,,21.9037823677063,True,834584,81.9468,12.203,
LU32PEEng,vtr_bb,7,100,100,174,25.43,,,21.453133821487427,True,832755,82.9288,12.0585,
LU32PEEng,vtr_bb,8,100,100,174,24.66,,,21.60253071784973,True,831670,82.8983,12.063,
LU32PEEng,vtr_bb,9,100,100,174,24.2,,,21.604305267333984,True,829654,82.0341,12.1901,
mcml,full,0,100,100,112,0.1319,0.0888,0.0351,23.055805444717407,True,568819,59.92,16.6889,
mcml,full,1,100,100,112,0.1326,0.0896,0.0352,18.548543453216553,True,573777,60.3924,16.5584,
mcml,full,2,100,100,112,0.1347,0.0918,0.035,18.898357629776,True,559890,60.575,16.5085,
mcml,full,3,100,100,112,0.1367,0.0913,0.0375,18.49824810028076,True,549816,60.2003,16.6112,
mcml,full,4,100,100,112,0.1306,0.0878,0.0348,18.64708113670349,True,557292,60.5015,16.5285,
mcml,full,5,100,100,112,0.1348,0.0919,0.0348,19.149776697158813,True,571008,60.604,16.5006,
mcml,full,6,100,100,112,0.1352,0.092,0.0353,18.246952533721924,True,551339,60.1817,16.6163,
mcml,full,7,100,100,112,0.1345,0.091,0.0356,19.299484491348267,True,578458,60.2313,16.6027,
mcml,full,8,100,100,112,0.1318,0.0893,0.0347,19.19958257675171,True,561871,60.8736,16.4275,
mcml,full,9,100,100,112,0.135,0.0899,0.0372,18.848230838775635,True,559462,59.5046,16.8054,
mcml,vtr_bb,0,100,100,112,20.81,,,17.746195316314697,True,468461,68.6839,14.5595,
mcml,vtr_bb,1,100,100,112,20.72,,,17.445390224456787,True,465226,67.3986,14.8371,
mcml,vtr_bb,2,100,100,112,20.94,,,17.595521688461304,True,462820,70.2227,14.2404,
mcml,vtr_bb,3,100,100,112,20.45,,,17.545782327651978,True,477700,69.4025,14.4087,
mcml,vtr_bb,4,100,100,112,20.62,,,17.74661898612976,True,478176,67.1548,14.891,
mcml,vtr_bb,5,100,100,112,20.64,,,17.74718737602234,True,470724,69.825,14.3215,
mcml,vtr_bb,6,100,100,112,21.19,,,17.696994066238403,True,477316,68.3007,14.6411,
mcml,vtr_bb,7,100,100,112,20.83,,,17.545525789260864,True,473375,69.8641,14.3135,
mcml,vtr_bb,8,100,100,112,21.3,,,17.49577832221985,True,470559,69.0394,14.4845,
mcml,vtr_bb,9,100,100,112,20.94,,,17.89646005630493,True,478185,68.1441,14.6748,
stereovision2,full,0,100,100,134,0.078,0.0618,0.0123,17.3450665473938,True,506195,20.1937,49.5204,
stereovision2,full,1,100,100,134,0.0824,0.0664,0.0122,12.335864305496216,True,514894,21.981,45.4938,
stereovision2,full,2,100,100,134,0.0777,0.0617,0.0123,12.286342144012451,True,501578,21.601,46.2942,
stereovision2,full,3,100,100,134,0.079,0.0633,0.0119,12.437651634216309,True,505930,19.6395,50.9178,
stereovision2,full,4,100,100,134,0.0762,0.0602,0.0122,12.235254287719727,True,507045,20.946,47.7419,
stereovision2,full,5,100,100,134,0.0796,0.0639,0.012,12.486600160598755,True,516038,21.1103,47.3703,
stereovision2,full,6,100,100,134,0.0798,0.0632,0.0126,12.135494470596313,True,509523,21.1501,47.2811,
stereovision2,full,7,100,100,134,0.0787,0.0627,0.0122,12.386143922805786,True,507604,20.2241,49.4458,
stereovision2,full,8,100,100,134,0.0791,0.0633,0.012,12.186985731124878,True,492327,20.7762,48.1319,
stereovision2,full,9,100,100,134,0.0781,0.0623,0.0121,12.285513162612915,True,511596,20.3403,49.1635,
stereovision2,vtr_bb,0,100,100,134,8.7,,,11.98557186126709,True,455804,20.769,48.1487,
stereovision2,vtr_bb,1,100,100,134,8.55,,,11.685547828674316,True,430320,20.9277,47.7835,
stereovision2,vtr_bb,2,100,100,134,8.93,,,11.835949659347534,True,438260,20.4011,49.017,
stereovision2,vtr_bb,3,100,100,134,8.9,,,11.836056232452393,True,438502,20.1952,49.5167,
stereovision2,vtr_bb,4,100,100,134,9.03,,,11.684884548187256,True,431289,27.1798,36.7921,
stereovision2,vtr_bb,5,100,100,134,9.03,,,11.684509992599487,True,426963,21.7236,46.0329,
stereovision2,vtr_bb,6,100,100,134,8.6,,,11.885093688964844,True,444687,19.4612,51.3842,
stereovision2,vtr_bb,7,100,100,134,8.83,,,11.73494291305542,True,437991,20.3231,49.2051,
stereovision2,vtr_bb,8,100,100,134,8.65,,,11.585657119750977,True,429618,22.8432,43.7766,
stereovision2,vtr_bb,9,100,100,134,8.89,,,11.785072803497314,True,432508,19.9934,50.0165,
