bench,config,seed,W,H,cw,threads,place_time_s,sys_place_core_s,sys_sta_s,route_wall_s,routed_ok,wl,cpd_ns,fmax_mhz,error
raygentop,vtr,6,35,35,60,12,1.53,,,0.8155982494354248,True,26265,5.25708,190.22,
raygentop,vtr,7,35,35,60,12,1.62,,,0.8161029815673828,True,26119,5.11389,195.546,
raygentop,vtr,8,35,35,60,12,1.45,,,0.815509557723999,True,26124,5.24712,190.581,
raygentop,vtr,9,35,35,60,12,1.53,,,0.8152928352355957,True,26632,5.38827,185.588,
rendering_rasterization2_m,soph,0,35,35,76,1,0.0756,0.012,0.062,1.6667068004608154,True,47298,6.39488,156.375,
rendering_rasterization2_m,soph,1,35,35,76,1,0.0797,0.012,0.066,1.4162712097167969,True,49483,6.39266,156.429,
rendering_rasterization2_m,soph,2,35,35,76,1,0.0812,0.012,0.0677,1.4162678718566895,True,46841,6.36998,156.986,
rendering_rasterization2_m,soph,3,35,35,76,1,0.0768,0.012,0.0632,1.3669850826263428,True,46239,6.38934,156.511,
rendering_rasterization2_m,soph,4,35,35,76,1,0.0782,0.0123,0.0644,1.416557788848877,True,47191,6.26377,159.648,
rendering_rasterization2_m,soph,5,35,35,76,1,0.0808,0.012,0.0673,1.4167625904083252,True,46647,6.38801,156.543,
rendering_rasterization2_m,soph,6,35,35,76,1,0.0823,0.0122,0.0685,1.416224718093872,True,47398,6.2516,159.959,
rendering_rasterization2_m,soph,7,35,35,76,1,0.0818,0.0122,0.068,1.4161794185638428,True,46993,6.38911,156.516,
rendering_rasterization2_m,soph,8,35,35,76,1,0.0847,0.0122,0.0709,1.4163801670074463,True,47574,6.41511,155.882,
rendering_rasterization2_m,soph,9,35,35,76,1,0.0747,0.0121,0.061,1.4160866737365723,True,47498,6.25492,159.874,
rendering_rasterization2_m,vtr,0,35,35,76,12,1.49,,,1.4171836376190186,True,45752,6.51769,153.429,
rendering_rasterization2_m,vtr,1,35,35,76,12,1.42,,,1.3663263320922852,True,45143,6.39377,156.402,
rendering_rasterization2_m,vtr,2,35,35,76,12,1.48,,,1.3662519454956055,True,44871,6.25824,159.789,
rendering_rasterization2_m,vtr,3,35,35,76,12,1.43,,,1.417184591293335,True,46342,6.51105,153.585,
rendering_rasterization2_m,vtr,4,35,35,76,12,1.49,,,1.3661460876464844,True,45564,6.26156,159.705,
rendering_rasterization2_m,vtr,5,35,35,76,12,1.49,,,1.3664429187774658,True,45741,6.39266,156.429,
rendering_rasterization2_m,vtr,6,35,35,76,12,1.49,,,1.4164438247680664,True,46963,6.2516,159.959,
rendering_rasterization2_m,vtr,7,35,35,76,12,1.48,,,1.3665752410888672,True,44124,6.36334,157.15,
rendering_rasterization2_m,vtr,8,35,35,76,12,1.44,,,1.4163827896118164,True,46279,6.25713,159.818,
rendering_rasterization2_m,vtr,9,35,35,76,12,1.48,,,1.366192102432251,True,43987,6.39488,156.375,
rendering_zculling_bot,soph,0,35,35,68,1,0.0481,0.0094,0.0376,1.3661112785339355,True,35483,5.50807,181.552,
rendering_zculling_bot,soph,1,35,35,68,1,0.0429,0.0083,0.0336,1.1155266761779785,True,36686,5.80791,172.179,
rendering_zculling_bot,soph,2,35,35,68,1,0.0409,0.0087,0.0311,1.1156566143035889,True,36360,5.45023,183.479,
rendering_zculling_bot,soph,3,35,35,68,1,0.0539,0.0107,0.042,1.165496826171875,True,36766,5.63401,177.493,
rendering_zculling_bot,soph,4,35,35,68,1,0.0424,0.0091,0.0322,1.165867805480957,True,37415,5.7902,172.706,
rendering_zculling_bot,soph,5,35,35,68,1,0.035,0.0075,0.0266,1.1156318187713623,True,35962,5.86456,170.516,
rendering_zculling_bot,soph,6,35,35,68,1,0.0557,0.0108,0.0436,1.1156306266784668,True,36764,5.41873,184.545,
rendering_zculling_bot,soph,7,35,35,68,1,0.0571,0.0108,0.045,1.1156365871429443,True,37121,5.45852,183.2,
rendering_zculling_bot,soph,8,35,35,68,1,0.0363,0.0078,0.0275,1.115969181060791,True,36586,5.60843,178.303,
rendering_zculling_bot,soph,9,35,35,68,1,0.045,0.0088,0.0352,1.115664005279541,True,38046,5.61667,178.042,
rendering_zculling_bot,vtr,0,35,35,68,12,1.11,,,1.1157605648040771,True,35434,5.75583,173.737,
rendering_zculling_bot,vtr,1,35,35,68,12,1.08,,,1.166459560394287,True,35231,5.47401,182.681,
rendering_zculling_bot,vtr,2,35,35,68,12,1.05,,,1.1158511638641357,True,34294,5.56308,179.757,
rendering_zculling_bot,vtr,3,35,35,68,12,0.98,,,1.1659982204437256,True,34562,5.79906,172.442,
rendering_zculling_bot,vtr,4,35,35,68,12,1.09,,,1.1658618450164795,True,35589,5.47397,182.683,
rendering_zculling_bot,vtr,5,35,35,68,12,1.05,,,1.1160151958465576,True,34686,5.59461,178.743,
rendering_zculling_bot,vtr,6,35,35,68,12,1.11,,,1.1158108711242676,True,34232,5.59937,178.591,
rendering_zculling_bot,vtr,7,35,35,68,12,1.08,,,1.1158373355865479,True,34159,5.77803,173.069,
rendering_zculling_bot,vtr,8,35,35,68,12,1.05,,,1.1660501956939697,True,35767,5.61297,178.159,
rendering_zculling_bot,vtr,9,35,35,68,12,1.05,,,1.1161634922027588,True,34863,5.63531,177.452,
sha,soph,0,35,35,54,1,0.0363,0.0081,0.0274,0.91524338722229,True,16495,14.1313,70.7651,
sha,soph,1,35,35,54,1,0.0379,0.0083,0.0289,0.7149157524108887,True,15726,14.2459,70.1958,
sha,soph,2,35,35,54,1,0.0327,0.0071,0.0249,0.7149753570556641,True,16183,13.623,73.4054,
sha,soph,3,35,35,54,1,0.0355,0.0079,0.0268,0.7147612571716309,True,15865,14.2121,70.3625,
sha,soph,4,35,35,54,1,0.0373,0.008,0.0286,0.715001106262207,True,16415,14.0622,71.1126,
sha,soph,5,35,35,54,1,0.0358,0.0079,0.0271,0.7148120403289795,True,15937,13.9521,71.6736,
sha,soph,6,35,35,54,1,0.0359,0.0079,0.0272,0.7151401042938232,True,16253,13.7358,72.8023,
sha,soph,7,35,35,54,1,0.0356,0.0079,0.0269,0.7147994041442871,True,15371,13.8476,72.2148,
sha,soph,8,35,35,54,1,0.0314,0.0068,0.0239,0.6646838188171387,True,16409,13.9256,71.8103,
sha,soph,9,35,35,54,1,0.035,0.008,0.0263,0.7148392200469971,True,16574,13.9028,71.9279,
sha,vtr,0,35,35,54,12,0.55,,,0.7149956226348877,True,15283,13.8458,72.2238,
sha,vtr,1,35,35,54,12,0.47,,,0.7151355743408203,True,15781,14.528,68.8326,
sha,vtr,2,35,35,54,12,0.55,,,0.7149558067321777,True,15632,14.0517,71.1658,
sha,vtr,3,35,35,54,12,0.52,,,0.7155678272247314,True,15304,13.7889,72.5219,
sha,vtr,4,35,35,54,12,0.51,,,0.7149722576141357,True,15644,14.5717,68.6262,
sha,vtr,5,35,35,54,12,0.55,,,0.7149434089660645,True,15533,13.8653,72.1226,
